Age,Material,Diameter,Slope,Depth,Length,Soil PH,Soil Type,Road Type,Condition Rating
16,PVC,12,0.5,7,62.89632819,8.2,Clay,Street,1
72,VCP,8,0.25,13,311.9187547,5.4,Sand,Easement,5
36,PVC,48,0.33,18.17,106.8932315,8.2,Clay,Easement,1
16,RC,12,0.71,3.92,242.1170172,8.2,Clay,Street,1
18,PVC,18,0.67,7,428.7703216,8.2,Clay,Street,1
58,RC,66,0.31,6.803085934,455.2442854,7.9,Clay,Street,3
60,VCP,8,1.239682153,8,120.3093328,8.2,Clay,Street,1
47,VCP,8,0.42,8,334.99,4.8,Sand,Street,4
40,PVC,24,0.21,11.05,263.4605587,7.9,Sand,Easement,1
65,PVC,6,1.4,6.12,272.2381383,7.9,Clay,Street,4
67,VCP,27,0.012,8.58,1148.257905,8.2,Clay,Easement,1
24,PVC,8,1,10,334.99,7.9,Sand,Street,1
66,VCP,10,0.68,10,154.2644952,8.2,Clay,Easement,1
32,PVC,8,0.6,5,272.1813504,8.2,Clay,Street,1
31,PVC,10,0.75,0.91,374.1952783,6.7,Clay,Alley,1
27,VCP,8,0.39,7,264.8041621,5.4,Clay,Alley,1
17,VCP,15,0.5,4.75,151.7826302,6.8,Loam,Street,1
64,VCP,6,0.22,10.77,265.897175,5.8,Sand,Street,3
65,VCP,36,0.3,11.59,16.06447469,7.4,Gravel,Street,3
30,PVC,8,0.443235833,8.85,146.836421,5.7,Loam,Street,1
62,RC,8,0.749656199,8,299.6375066,5.4,Sand,Easement,4
19,VCP,10,0.45,3.38,211.6407177,5.4,Clay,Alley,1
71,RC,10,0.28,9.13,267.2540866,6.8,Sand,Street,3
67,VCP,8,0.12,10,475.963187,5.4,Loam,Street,5
66,RC,8,2.2,8,232.5080523,7.5,Sand,Street,1
10,PVC,30,0.4,10,337.071371,7.5,Clay,Street,1
69,VCP,10,0.4,11.05,470.346318,6.5,Sand,Street,1
53,VCP,8,2,6.94,190.8374985,7.9,Clay,Alley,1
38,VCP,8,0.2,9.95,218.0929162,4.8,Sand,Alley,1
58,RC,8,0.6,3.1,200.6,5.4,Sand,Street,3
38,VCP,10,0.5,8.58,309.7955381,6.8,Clay,Easement,4
60,PVC,8,1.75,6,166.5380707,8.2,Clay,Street,1
71,VCP,8,0.4,7,47.54867369,8.2,Clay,Street,1
65,VCP,8,2.4,7,129.7288551,8.2,Clay,Street,1
65,VCP,18,1.6,8.58,618.0467597,7.5,Clay,Street,3
65,VCP,8,0.39,6.12,228.7686131,7.5,Sand,Street,1
17,RC,12,1,1.73,116.0240781,8.2,Clay,Easement,1
44,PVC,8,0.5,7,509.0353482,5.5,Sand,Easement,3
12,PVC,8,1.42,10.77,20.38600475,6.7,Clay,Street,3
83,VCP,8,0.4,7,72.4354806,8.2,Rock,Street,3
62,VCP,8,0.34,6.12,325.4498476,4.8,Sand,Street,3
33,PVC,8,0.69,3.1,610.6639781,5.5,Loam,Street,1
48,PVC,18,0.06,10,390.6709464,8.2,Sand,Alley,1
44,VCP,8,0.3,17.35,178.7278537,4.1,Sand,Street,3
65,VCP,6,0.5,8,394.4813309,5.7,Sand,Street,3
57,VCP,8,0.8,8,144.2558243,5.4,Sand,Easement,1
61,RC,8,4.498879303,3.65,133.9788617,8.2,Clay,Highway,1
64,VCP,8,0.14,9.13,189.9911318,5.7,Sand,Street,1
90,VCP,8,0.17,15.98,290.5923699,4.1,Sand,Street,5
56,RC,8,0.39,8,132.3576159,4.8,Sand,Street,1
73,VCP,8,0.6,11.32,255.259614,8.2,Clay,Street,1
18,PVC,30,0.42,9.95,129.7858274,8.2,Sand,Easement,1
13,PVC,8,0.6,6.66,1534.103806,8.2,Sand,Highway,1
39,RC,8,0.1,7,593.8424987,8.2,Clay,Alley,3
11,PVC,8,1,7,122.9365272,6.8,Clay,Street,1
53,VCP,8,0.4,7,58.6683747,5.8,Sand,Easement,1
70,VCP,15,0.3,8.85,321.8355185,8.2,Loam,Street,1
18,VCP,8,0.4,10,365.9751503,6.5,Loam,Street,1
46,VCP,8,0.33,19.54,444.8314795,4.8,Sand,Street,1
43,PVC,8,2.914116185,8,232.5082557,7.9,Loam,Street,1
24,PVC,8,0.35,8.85,132.104364,8.2,Sand,Street,1
46,VCP,8,1.4,10,334.99,7.9,Loam,Street,5
21,PVC,8,0.22,11.59,196.4781027,7.9,Loam,Street,1
64,VCP,8,0.17,6,137.0036388,6.9,Sand,Street,1
46,PVC,8,0.72,8,423.6482433,8.2,Clay,Street,1
49,RC,8,0.5,7,362.6241896,7.9,Sand,Alley,1
60,RC,24,0.75,5,298.9052505,7.9,Clay,Easement,1
54,VCP,8,1.6,5.02,263.703778,7.5,Loam,Street,1
43,VCP,6,0.6,10,355.9569741,6.8,Loam,Street,1
68,VCP,8,0.4,8.58,243.194336,8.2,Sand,Street,1
65,VCP,8,0.3,16.8,80.79610326,5.4,Sand,Street,3
67,PVC,8,0.2,10,80.59899005,8.2,Clay,Alley,3
61,VCP,8,5.409420414,6.66,262.2154262,7.9,Clay,Easement,1
60,PVC,8,0.360132255,15.98,270,6.9,Clay,Street,4
70,VCP,8,0.39,8,360.22,8.2,Clay,Street,1
71,VCP,8,0.2,8,106.3683298,5.4,Sand,Street,4
49,VCP,12,0.3,9.13,200.39,7.9,Clay,Street,5
64,PVC,6,1.7,6,339.9981304,8.2,Clay,Street,1
64,VCP,6,0.38,10,450.2970919,6.7,Sand,Easement,1
49,PVC,8,1,7,311.8940517,7.9,Sand,Street,3
28,RC,8,2.198796043,7,329.39,8.2,Loam,Alley,1
60,VCP,8,0.07,10,102.9523266,5.4,Sand,Alley,4
71,RC,8,1,11.87,302.3,8.2,Loam,Street,1
91,RC,8,1.98,6,292.9024962,8.2,Clay,Street,1
83,VCP,8,0.7,7,330.79,6.85,Loam,Street,3
46,VCP,8,0.87,6,311,7.9,Sand,Street,1
65,PVC,8,0.44,6,317.8378197,7.5,Sand,Street,5
48,VCP,12,0.19,10.77,232.5424346,5.4,Sand,Alley,3
58,PVC,8,1.5,10.77,159.676397,5.7,Loam,Street,3
67,VCP,8,0.38,8,399.7407036,5.7,Sand,Street,3
58,PVC,15,0.5,10,256.3066081,8.2,Clay,Street,2
24,VCP,8,0.75,8,224.2991221,7.9,Loam,Easement,4
64,VCP,8,1.06,5,106.4815273,4.8,Clay,Easement,1
39,RC,6,0.28,11.59,239.8743882,7.4,Loam,Street,2
73,RC,8,0.1,9.68,279.637332,8.2,Sand,Street,3
11,PVC,12,0.6,8.58,217.3267212,8.2,Clay,Street,1
66,VCP,12,0.4,11.05,268.98,7.9,Gravel,Highway,3
58,VCP,8,0.4,11.05,289.5797832,8.2,Clay,Street,1
71,VCP,8,0.22,8.58,365.845431,8.2,Sand,Street,3
60,PVC,12,0.33,7,524.6595166,8.2,Clay,Street,3
55,RC,8,0.42,8.03,100.9904379,5.8,Sand,Highway,1
75,VCP,6,0.8,6.94,677.9350705,7.9,Sand,Street,3
62,VCP,8,0.39,14.61907579,224.0080212,8.2,Clay,Alley,1
62,PVC,12,0.32,6.12,312.0026817,6.5,Sand,Street,3
16,PVC,18,0.75,10,286.8551606,8.2,Clay,Street,1
36,PVC,8,0.28,6.66,166.2997092,7.9,Sand,Easement,1
47,PVC,8,0.3,7,782.6061299,5.7,Sand,Street,5
53,VCP,8,0.2,15,347.3305812,7.4,Sand,Street,3
14,VCP,33,0.32,7,438.0306613,5.4,Sand,Highway,3
46,RC,12,0.4,7,360,8.2,Clay,Street,1
66,PVC,10,0.33,12,255.14316,8.2,Clay,Street,1
64,VCP,8,0.39,7,369.9714275,6.9,Sand,Street,3
24,PVC,8,3,8,291,8.2,Clay,Street,1
39,VCP,54,0.21,6.39,980.6775818,8.2,Clay,Street,1
22,VCP,15,0.4,0.83912806,61.5019377,8.2,Clay,Street,1
47,RC,6,0.42,8.03,556.793272,5.4,Loam,Easement,3
16,PVC,8,1.776031403,5,163.3824386,8.2,Clay,Street,1
63,RC,8,0.5,12,44.90804351,8.2,Clay,Easement,1
48,RC,8,3.745346742,7,200.6379208,7.9,Sand,Alley,1
38,PVC,8,0.41,8.58,50.01326843,8.2,Clay,Street,3
65,PVC,6,0.5,5,239.26,8.2,Loam,Street,1
71,VCP,30,0.38,8.58,299.2510217,6.8,Rock,Alley,1
71,VCP,6,0.38,8.85,328.8924498,4.1,Sand,Alley,5
67,VCP,10,0.39,7,212.85,7.5,Clay,Alley,3
17,PVC,8,0.47,7,192.756232,8.2,Clay,Street,3
60,VCP,6,1.204860225,5,264.64,6.5,Loam,Street,3
47,PVC,10,0.39,7,133.9809436,5.7,Sand,Street,3
46,PVC,8,0.4,10,236.53,8.2,Sand,Easement,1
38,VCP,8,0.5,7,53.70956173,5.7,Sand,Alley,1
64,VCP,8,0.4,6,461.8051687,7.4,Rock,Easement,3
23,PVC,24,0.31,6,394.4105141,8.2,Clay,Easement,1
38,VCP,8,1.7,7,783.2908715,8.2,Clay,Street,1
67,VCP,6,0.36,8.03,205.5612437,4.8,Sand,Street,1
69,VCP,8,0.008,13.79,324.0671166,5.4,Sand,Street,1
39,VCP,8,0.5,7,251.2667664,5.8,Sand,Street,3
58,PVC,18,0.41,6,288.9820201,8.2,Rock,Street,1
49,VCP,12,0.018150828,10,271.99,8.2,Clay,Street,3
48,VCP,6,1.62,29.46827099,176.4888728,6.5,Clay,Alley,3
37,PVC,8,0.48,10,302.5470046,6.8,Sand,Easement,3
65,VCP,8,1,7,47.16952625,4.8,Sand,Street,1
95,VCP,6,0.42,8.31,265.5878126,5.4,Sand,Easement,4
26,VCP,8,0.5,10,155.6916515,4.8,Sand,Highway,1
54,VCP,8,0.38,9.95,429.1525244,5.4,Clay,Street,1
48,PVC,12,0.69,5,476.3201804,8.2,Clay,Street,1
58,VCP,12,1.3,11.87,190.9036028,5.4,Clay,Easement,1
30,PVC,8,0.6,7,374.9417362,6.9,Loam,Street,1
8,PVC,8,1.75,5,302.4268988,5.7,Sand,Street,3
13,PVC,8,0.29,8.85,41.46482018,7.5,Clay,Street,1
89,VCP,8,0.32,12,42.78883557,4.8,Sand,Street,3
15,PVC,8,0.6,17.54145998,158.0075119,8.2,Clay,Street,1
42,RC,8,0.23,7,398.126885,5.3,Loam,Street,3
67,VCP,8,0.4,8.85,127.0052299,7.9,Clay,Street,3
61,VCP,8,0.55,8,219.8,5.4,Clay,Street,2
49,PVC,8,0.6,5,25.62520878,7.9,Sand,Street,1
19,VCP,8,0.39,7,929.7369137,7.9,Loam,Highway,3
41,VCP,18,0.026,12.69,280,4.8,Sand,Street,3
64,PVC,8,4,8.58,211.8503169,8.2,Sand,Street,3
65,VCP,8,0.24,8,83.60745752,5.8,Sand,Highway,1
38,VCP,12,0.41,11,92.4421269,6.978245049,Sand,Alley,1
66,RC,8,4,1.73,667.7265267,8.2,Clay,Alley,5
36,PVC,12,0.49,5,326.0950615,8.2,Clay,Street,1
68,VCP,8,5,10,249.2244557,7.9,Clay,Alley,3
59,PVC,27,0.26,5,308.99,5.4,Sand,Street,1
28,PVC,12,0.41,11.87,237.872026,8.2,Clay,Street,1
71,VCP,12,0.39,8,311,5.5,Sand,Street,5
28,PVC,8,1.4,8.58,289.6030651,7.5,Clay,Street,1
62,PVC,8,0.3,9.13,312.0656939,7.9,Clay,Easement,3
52,PVC,8,0.39,6,161.2677767,7.9,Clay,Street,3
50,PVC,30,0.39,4.47,300.8192612,8.2,Clay,Alley,1
48,PVC,8,1,11,25.64437975,8.2,Clay,Alley,1
17,PVC,8,3,0.36,446.7424932,8.2,Loam,Street,1
18,PVC,8,1.4,10,829.1183329,8.2,Clay,Street,1
66,VCP,8,1,11.05,299.6074608,5.3,Rock,Street,1
48,VCP,8,0.005,18.44,368.7764282,7.9,Clay,Highway,1
65,RC,66,0.08,9.4,116.7046054,4.8,Loam,Street,2
57,PVC,8,0.43,8.03,268.5015253,5.8,Sand,Easement,1
54,RC,8,2.6,5.84,322.6304879,5.7,Sand,Alley,3
67,VCP,8,1,10,129.1052299,7.9,Rock,Street,3
25,PVC,10,0.54,14.33,54.99,7.9,Clay,Street,1
46,PVC,8,0.14,7,341.9994763,6.9,Loam,Easement,3
12,PVC,8,0.85,8.58,216.6571101,8.2,Loam,Street,1
18,PVC,8,0.48,10,101.5239339,5.7,Sand,Alley,1
58,VCP,8,0.3,10.77,284.3303817,4.8,Sand,Street,3
62,VCP,8,0.4,8,241.9446502,5.4,Sand,Alley,1
58,VCP,78,0.030875453,8.85,252.8935033,5.4,Sand,Street,1
34,RC,8,0.65,7,126.9336994,8.2,Sand,Street,3
21,VCP,8,0.75,7,116.0927362,7.9,Clay,Street,1
72,VCP,8,0.21,10.5,355.297406,4.8,Sand,Alley,5
60,PVC,12,0.011,8.85,300,5.8,Sand,Easement,2
65,VCP,10,0.3,7,215.0330187,4.8,Loam,Street,1
42,PVC,8,0.6,6.94,375.504646,7.9,Sand,Street,1
15,PVC,8,1,5,79.53464669,7.5,Loam,Easement,1
12,PVC,10,0.4,10.22,85.01723901,8.2,Clay,Street,1
22,PVC,8,0.7,8.58,308.3451753,6.5,Sand,Street,1
57,VCP,10,0.32,8.03,154.6064364,5.4,Sand,Street,1
20,PVC,8,1.06,0.64,119.3251405,7.9,Sand,Easement,1
16,VCP,8,0.4,8.58,173.1904835,5.4,Sand,Highway,1
61,VCP,8,0.4,8.85,432.2324096,8.2,Clay,Street,4
60,RC,8,2.2,7,156.4392935,7.9,Loam,Highway,1
34,PVC,8,0.39,8.85,764.716604,8.2,Sand,Alley,3
14,PVC,8,0.36,5,254.4229783,7.9,Sand,Street,3
13,PVC,8,0.59,7,125.0209676,8.2,Clay,Street,1
66,VCP,8,0.2,6,227.99,6.8,Loam,Street,3
13,PVC,8,2.9169863,5,323.9459581,7.5,Clay,Street,3
65,VCP,10,0.27,5,385.8921008,5.4,Sand,Easement,3
53,VCP,8,0.4,12.96,320.2427961,5.8,Sand,Street,3
70,VCP,8,0.12,6,341.1839895,6.8,Clay,Easement,1
71,VCP,30,0.08,8.58,171.939466,7.9,Clay,Street,3
54,PVC,10,1.264693024,5,319.976699,8.2,Clay,Street,1
20,PVC,8,1,15,121.481253,7.9,Clay,Street,1
37,VCP,21,0.2,8.85,319.6058221,7.5,Clay,Alley,4
66,VCP,8,0.55,7,323.0462411,5.8,Rock,Easement,3
11,PVC,8,0.42,8,335.9040072,7.9,Clay,Street,1
64,PVC,8,0.6,7,389.061933,7.9,Clay,Street,3
56,PVC,8,0.28,16,239,6.5,Gravel,Street,1
25,PVC,8,2.2,7,275.5133424,8.2,Sand,Alley,1
56,VCP,8,1,7,153.3887483,4.8,Loam,Street,1
23,PVC,8,1.5,6.12,245,8.2,Clay,Street,1
48,PVC,8,0.21,7,423.2105795,7.9,Sand,Street,1
74,VCP,8,0.2,15,709.8288944,5.4,Sand,Alley,5
65,PVC,8,3,10,178.772424,6.8,Sand,Street,1
56,VCP,8,1,7,137.0236946,4.8,Sand,Street,1
64,VCP,8,0.5,10,267.3070025,7.9,Loam,Street,2
35,VCP,8,0.39,7,244.9978917,6.8,Clay,Street,1
28,VCP,8,0.42,7,184.6774759,7.9,Clay,Alley,1
57,RC,8,0.5,11.59,18.3063503,5.5,Sand,Highway,1
17,PVC,10,0.38,10,248.9472234,8.2,Clay,Street,1
71,VCP,10,0.3,8.85,289.99,4.8,Sand,Street,3
38,PVC,24,0,8.58,530.3635374,7.9,Rock,Street,3
14,VCP,18,0.39,6,499.1967455,8.2,Clay,Street,1
69,VCP,6,3,4.668501235,141.0284805,5.4,Sand,Alley,3
19,PVC,8,5.039795711,5,123.3918756,8.2,Loam,Street,3
19,PVC,8,2.5,8.58,304.3418557,8.2,Clay,Street,1
48,VCP,8,0.010978921,8.31,522.4849642,7.5,Rock,Street,3
60,PVC,8,2.6,7,274.24,8.2,Rock,Street,3
69,VCP,12,0.28,8.85,297.9420652,5.4,Loam,Street,3
42,PVC,8,0.5,8,164.8858272,8.2,Clay,Street,1
71,VCP,8,0.35,7,274.8541928,5.4,Sand,Highway,3
26,PVC,8,0.8,11.32,25.64422644,5.8,Sand,Alley,3
12,PVC,8,1.06,7,21.8129248,7.9,Clay,Street,1
26,VCP,8,0.35,7,350.9923883,5.4,Sand,Street,3
46,VCP,8,0.69,5,401.8306802,5.8,Clay,Street,3
33,PVC,39,0.38,10.22,104.669389,7.9,Clay,Street,1
34,PVC,8,0.35,8.58,343.94,7.9,Clay,Alley,3
17,RC,8,0.52,7,184.6656879,8.2,Loam,Street,1
71,VCP,6,3.573722671,8,142.4812566,7.9,Clay,Street,1
46,PVC,8,1.6,7,125,7.9,Rock,Highway,1
60,PVC,8,0.5,7,333.9021043,7.9,Clay,Street,1
37,PVC,8,3.6,8.31,91.03911117,8.2,Clay,Street,1
39,RC,6,0.4,8.58,473.68233,7.5,Loam,Alley,1
23,VCP,8,0.38,7.48,53.41902002,6.85,Sand,Street,4
66,VCP,33,0.2,10,169.2220691,6.8,Loam,Street,1
60,VCP,8,0.4,8.31,195.8513549,5.4,Sand,Highway,1
54,PVC,12,0.4,5.57,293.0074712,8.2,Loam,Street,1
15,PVC,8,0.35,11.59,434.245699,8.2,Clay,Easement,1
74,VCP,8,0.008,17.35,335.3098846,4.1,Sand,Highway,3
68,VCP,6,1.905318873,5,239.7018862,6.8,Sand,Street,3
65,PVC,10,0.27,8,141.84,7.9,Clay,Street,1
56,VCP,8,0.005605948,12,94.40352984,8.2,Clay,Easement,1
8,PVC,8,0.5,12,161.0759944,7.9,Sand,Highway,1
105,VCP,8,0.29,10,466.0519177,7.9,Clay,Easement,5
48,VCP,8,1.4,7,302.3672206,5.8,Sand,Street,3
68,RC,8,2,0.91,242.4106182,4.8,Sand,Street,3
66,VCP,8,2.2,5,71.50765027,5.7,Loam,Easement,1
47,VCP,8,0.4,8,278,7.5,Sand,Street,3
24,PVC,8,0.68,8.85,296.4937719,7.9,Clay,Alley,1
12,VCP,10,0.39,7,120,7.9,Sand,Alley,3
14,PVC,8,0.6,10,107.6598927,5.8,Clay,Street,1
54,PVC,12,2.5,7,142.5348435,8.2,Clay,Street,1
29,RC,8,0.84,3.1,36.80588025,7.9,Sand,Street,1
70,VCP,12,0.56,6.39,46.98146797,6.9,Sand,Street,1
25,VCP,8,0.2,10,397.5872577,5.4,Sand,Street,3
41,RC,10,0.6,9.4,423.1056009,6.8,Loam,Highway,1
12,PVC,18,0.75,5,399.99,8.2,Clay,Street,1
22,PVC,10,0.6,11.59,194.3957557,8.2,Clay,Street,1
21,RC,8,0.29,8,192.9411794,5.8,Sand,Easement,1
63,RC,8,4.583068016,10,150.4499037,5.7,Sand,Street,1
14,VCP,8,0.42,8.85,695.5230616,4.1,Sand,Street,5
64,PVC,78,0.8,8.85,190.4725429,8.2,Gravel,Alley,3
48,VCP,8,0.8,8.58,279.2567799,5.4,Gravel,Street,3
60,RC,18,0.908827973,5,124.4355714,7.9,Loam,Easement,1
14,VCP,8,0.24,12,160.4233238,5.4,Sand,Street,1
16,PVC,66,0.36,12,186.5651957,7.9,Sand,Easement,1
25,PVC,15,1.784636885,2.28,59.48864937,6.8,Sand,Highway,1
40,VCP,8,0.13,10.77,362.3730365,4.8,Sand,Street,3
32,PVC,8,0.200751461,7,556.2151633,4.8,Sand,Street,1
46,RC,8,0.44,7,504.6564028,7.9,Clay,Street,4
46,PVC,8,0.4,13.24,301.5160724,4.8,Sand,Street,3
24,PVC,18,0.08,8.58,576.0189908,8.2,Clay,Alley,2
35,VCP,8,0.39,8,64.28,7.9,Rock,Highway,1
56,VCP,8,2,5.84,195.5337267,4.8,Sand,Easement,4
70,RC,8,0.7,5.57,160.5568349,5.4,Sand,Street,1
64,VCP,8,0.29,9.95,103.5219845,7.9,Loam,Easement,3
60,RC,12,0.867513714,7,580.3295745,8.2,Clay,Street,1
46,PVC,8,0.39,8.03,300,4.8,Sand,Street,3
65,VCP,6,0.28,7,299.8333311,7.9,Clay,Alley,1
71,RC,15,1,8,231.3,7.9,Loam,Street,1
18,VCP,8,0.84,10,90.83563895,4.8,Sand,Street,3
68,RC,60,0.3,10,341,4.8,Rock,Street,3
24,PVC,24,0.3,11.87,106.2272032,8.2,Clay,Alley,1
70,VCP,8,0.025842131,11.59,66.87361136,4.8,Sand,Alley,3
56,VCP,8,0.5,7,189.99,8.2,Sand,Highway,1
46,VCP,8,0.1,6,57.06199001,7.9,Loam,Easement,4
64,VCP,12,0.16,10,244.0214147,5.5,Clay,Street,3
57,VCP,8,0.46,4,396.0714126,5.5,Clay,Street,1
49,PVC,33,0.13,7,266.2348064,8.2,Sand,Street,1
46,PVC,12,0.55,10,198.7139085,5.7,Sand,Street,1
60,VCP,6,2.4,10,171.1030651,6.9,Sand,Alley,3
23,VCP,8,0.2,9.4,298.5920163,7.5,Clay,Street,3
12,RC,8,0.39,5,400.9344675,5.7,Rock,Street,1
74,RC,18,3.460741714,5,136.0870107,8.2,Sand,Easement,1
36,VCP,8,0.3,11.05,124.3827932,7.9,Clay,Street,1
71,VCP,8,1.5,6,401.4840593,8.2,Sand,Street,3
39,PVC,12,1,7.48,60.65,5.4,Sand,Street,1
12,PVC,10,1.2,7,504.6276397,7.9,Sand,Street,1
66,VCP,8,0.39,7,344.2106771,5.5,Clay,Street,2
59,PVC,8,0.69,5.57,266.940022,7.9,Loam,Highway,2
62,VCP,6,0.5,7,308.99,7.9,Sand,Alley,3
60,VCP,30,0.33,9.13,46.39724739,5.7,Sand,Street,1
27,VCP,8,0.6,7.76,334.9995854,6.8,Sand,Easement,1
16,PVC,8,0.5,8,260.39,8.2,Clay,Alley,1
68,VCP,8,0.44,11.59,330.5243824,7.9,Loam,Street,3
54,RC,8,0.2,10.22,217.12,7.9,Loam,Highway,1
67,VCP,30,0.12,8.58,326.0424838,5.7,Loam,Street,1
41,VCP,8,0.6,7,202.1817649,7.4,Sand,Alley,4
65,VCP,6,0.41,7,97.38860379,6.8,Clay,Highway,3
16,PVC,8,4,11.05,619.7662527,5.5,Sand,Alley,1
42,VCP,12,0.23,10,562.4104814,6.9,Sand,Street,1
71,VCP,24,0.8,5,242.0868347,8.2,Clay,Street,1
58,PVC,8,0.34,10,314.34,7.5,Sand,Street,3
28,PVC,6,0.44,7,952.8782029,7.9,Clay,Street,1
26,VCP,10,0.12,8.03,150.7395782,7.9,Clay,Street,1
59,VCP,8,0.4,8,183.6546442,5.4,Sand,Street,1
24,PVC,8,1,8,266.9855016,7.9,Clay,Alley,1
11,VCP,6,0.75,7,43.03092681,7.9,Clay,Highway,1
14,RC,8,0.74,8.85,129.5340783,5.7,Sand,Highway,1
7,PVC,8,3,3.1,144.7924898,8.2,Clay,Highway,1
43,RC,8,3.02,7,194.99,5.8,Clay,Alley,3
22,PVC,10,0.055524107,9.13,618.7647383,6.8,Clay,Alley,1
44,VCP,15,0.34,8,16.8501278,5.7,Sand,Street,1
39,PVC,8,0.65,5,229.1941485,7.9,Sand,Street,1
47,VCP,8,0.48,7,389.9777433,8.2,Sand,Alley,3
57,VCP,8,0.8,10,170.1455127,6.8,Clay,Alley,1
61,VCP,8,0.39,7.21,144.6,5.4,Sand,Easement,1
25,VCP,8,0.3,8,141.6586482,8.2,Clay,Alley,1
30,PVC,8,0.4,5,401.3958824,7.4,Sand,Street,1
68,PVC,27,0.67,5,293.99,7.9,Clay,Street,2
50,RC,24,0.39,5,325.99,7.9,Clay,Highway,1
64,RC,8,0.070496568,3.1,226.1036864,7.9,Sand,Highway,1
71,RC,8,4.258863759,4.47,348.9737553,7.9,Sand,Street,1
71,VCP,8,0.15,10,347.8894983,4.1,Sand,Street,5
64,VCP,8,0.4,12.69,329.9915961,5.7,Sand,Highway,3
24,RC,8,3,5.57,258,8.2,Clay,Street,3
77,VCP,8,0.35,7,417.5999117,7.9,Sand,Street,3
18,VCP,8,0.5,16.8,768.8919401,5.4,Loam,Street,1
40,VCP,8,0.2,14.61,350.9804537,8.2,Clay,Easement,3
57,VCP,8,4.279057682,0.407616948,355.0606357,7.9,Sand,Alley,1
64,VCP,18,0.034,11.05,493.9195289,4.8,Sand,Street,1
58,VCP,8,0.6,10,664.4335827,6.8,Sand,Street,4
64,VCP,8,0.4,8.03,349.99,8.2,Sand,Alley,1
90,VCP,12,0.3,9.95,83.50922937,5.7,Sand,Alley,1
72,VCP,36,0.2,7,374.5357405,4.8,Clay,Alley,1
57,PVC,10,0.5,3.1,628.3340338,6.7,Clay,Street,4
35,PVC,8,1.4,3.1,269.2929123,7.9,Clay,Easement,1
73,VCP,8,0.32,8.85,295,8.2,Clay,Street,3
54,RC,6,0.66,8.58,43.92424259,6.9,Clay,Street,3
69,VCP,8,0.32,8.58,214.130318,5.4,Sand,Easement,3
19,PVC,15,0.23,12.69,97.47504287,4.8,Sand,Alley,3
46,PVC,24,0.2,7.48,476.7697463,8.2,Clay,Street,3
22,PVC,8,0.57,5,35.78,6.8,Clay,Street,1
50,VCP,12,0.29,11.59,179.0842808,7.9,Clay,Street,1
46,PVC,8,0.6,7,338.4762283,5.8,Sand,Street,1
10,PVC,8,0.46,5,354.2935805,8.2,Sand,Easement,3
28,VCP,8,1,19.54,153.2971489,4.8,Sand,Street,3
49,PVC,27,3.06,1.73,262.3560385,8.2,Clay,Street,1
66,VCP,8,0.4,7,302.0365516,5.7,Sand,Street,3
47,VCP,8,0.67,12,142.3087109,8.2,Clay,Alley,1
12,VCP,8,0.3,6,201.9982974,7.9,Loam,Highway,1
48,VCP,8,0.47,7,165.1917871,5.7,Sand,Street,1
22,RC,10,0.4,8,293.6144879,8.2,Gravel,Street,1
62,RC,8,0.28,10.22,339.9121987,5.4,Loam,Street,3
71,VCP,8,0.33,9.13,554.730214,4.8,Sand,Street,5
38,VCP,8,0.79086012,7,70.92360785,4.8,Sand,Street,1
31,PVC,8,0.41,5,431.492157,8.2,Clay,Street,1
24,PVC,8,0.45,13,243.0256392,4.8,Sand,Street,1
53,VCP,8,0.42,8.85,399.9923162,5.4,Sand,Street,3
72,VCP,12,0.3,8.85,312.1525785,7.9,Clay,Street,2
43,VCP,8,5.932900912,1.907254313,323.9012762,7.9,Clay,Street,2
31,RC,15,0.68,10.77,412.5743019,7.9,Loam,Street,1
17,RC,6,0.39,12.42,41.68531762,4.8,Sand,Street,1
13,PVC,30,1.267260095,4.75,265.2235362,8.2,Clay,Street,1
58,VCP,6,2.6,0.91,269.7637177,8.2,Loam,Street,3
35,VCP,8,0.39,7,242.0675551,8.2,Clay,Street,1
71,VCP,8,0.38,8.85,187.5551043,4.8,Sand,Street,3
43,VCP,6,0.37,10,191.99,5.4,Sand,Alley,1
43,VCP,8,3.575082867,10,162.9541362,5.4,Loam,Street,1
57,VCP,8,0.6,6.12,321.4203781,5.7,Sand,Street,5
62,VCP,8,0.49,5,49.76380088,7.4,Clay,Street,3
28,RC,8,0.6,8.58,42.49140249,5.7,Sand,Street,3
41,VCP,8,0.3,7,300.8981692,5.4,Sand,Street,4
42,VCP,10,0.439925287,10,298.9959096,4.1,Sand,Street,3
46,PVC,6,0.43,5.57,307.999447,5.7,Sand,Street,3
75,VCP,8,0.39,13,344.8888571,8.2,Loam,Street,1
67,PVC,8,0.9,8.58,257.6684248,7.9,Sand,Alley,3
67,VCP,8,0.8,6,20.18694733,8.2,Sand,Street,1
67,VCP,8,0.39,10,247.9989152,8.2,Loam,Alley,3
89,VCP,8,0.45,8,138.0910427,7.9,Clay,Highway,3
36,VCP,8,0.2,11.32,109.9971091,7.9,Sand,Street,1
43,RC,8,0.39,11.87,256.1867755,6.7,Clay,Street,3
58,VCP,8,0.19,12,177.7424796,5.5,Sand,Street,5
70,VCP,8,1.107372241,12,465.071818,4.8,Sand,Street,3
67,RC,8,0.4,8,54.34320176,6.8,Clay,Street,1
